urban_system_id,city,country_code,country_name,environment_score,environment_pm25_score,environment_pm25_year,environment_green_score,environment_green_year,mobility_score,public_transport_score,public_transport_year,economic_opportunity_score,employment_score,employment_year,unemployment_score,unemployment_year,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
NL010,Bergen op Zoom,NL,Netherlands,,55.39,2025,,,12.07,12.07,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL011,Breda,NL,Netherlands,58.45,62.33,2025,54.57,2021,24.54,24.54,2023,92.02,97.05,2024,86.98,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL012,Deventer,NL,Netherlands,61.72,41.51,2025,81.94,2021,28.51,28.51,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL013,Ede,NL,Netherlands,,52.29,2025,,,21.49,21.49,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL014,Eindhoven,NL,Netherlands,56.55,49.78,2025,63.32,2021,31.43,31.43,2023,92.02,97.05,2024,86.98,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL015,Enschede,NL,Netherlands,70.39,64.55,2025,76.24,2021,28.51,28.51,2023,91.81,98.71,2024,84.91,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL016,Gouda,NL,Netherlands,33.34,44.46,2025,22.23,2021,94.56,94.56,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL017,'s-Gravenhage,NL,Netherlands,50.18,63.52,2025,36.84,2021,58.89,58.89,2023,85.42,95.94,2023,74.91,2023,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL018,Groningen,NL,Netherlands,61.3,71.64,2025,50.96,2021,18.17,18.17,2023,79.46,90.04,2024,68.87,2024,95.0,2023,95.0,2023,46.25,2023,68.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL022,Heerlen,NL,Netherlands,86.34,76.22,2025,96.47,2021,67.64,67.64,2023,88.85,92.8,2024,84.91,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL025,'s-Hertogenbosch,NL,Netherlands,54.54,49.93,2025,59.15,2021,47.08,47.08,2023,92.39,97.79,2024,86.98,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL028,Leeuwarden,NL,Netherlands,54.35,68.09,2025,40.61,2021,21.22,21.22,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL029,Leiden,NL,Netherlands,48.38,42.98,2025,53.77,2021,53.18,53.18,2023,85.42,95.94,2023,74.91,2023,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL030,Lelystad,NL,Netherlands,,48.45,2025,,,19.63,19.63,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL031,Maastricht,NL,Netherlands,69.11,87.89,2025,50.32,2021,50.66,50.66,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL032,Middelburg,NL,Netherlands,,,,,,19.89,19.89,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL033,Nijmegen,NL,Netherlands,61.64,66.62,2025,56.66,2021,50.0,50.0,2023,90.86,99.45,2024,82.26,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL035,Oss,NL,Netherlands,,60.41,2025,,,8.75,8.75,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL037,Rotterdam,NL,Netherlands,55.1,63.81,2025,46.39,2021,23.47,23.47,2023,85.42,95.94,2023,74.91,2023,59.38,2023,50.0,2023,71.25,2023,51.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL038,Roosendaal,NL,Netherlands,57.72,58.05,2025,57.38,2021,15.52,15.52,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL039,Sittard-Geleen,NL,Netherlands,77.07,60.56,2025,93.58,2021,20.95,20.95,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL040,Soest,NL,Netherlands,,50.81,2025,,,31.43,31.43,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
NL041,Tilburg,NL,Netherlands,49.3,53.18,2025,45.43,2021,32.36,32.36,2023,92.02,97.05,2024,86.98,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL042,Utrecht,NL,Netherlands,45.03,56.28,2025,33.79,2021,51.86,51.86,2023,91.13,100.0,2023,82.26,2023,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL043,Veenendaal,NL,Netherlands,44.8,51.4,2025,38.2,2021,27.45,27.45,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL044,Venlo,NL,Netherlands,72.61,46.82,2025,98.39,2021,12.07,12.07,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL047,Zwolle,NL,Netherlands,52.84,40.92,2025,64.77,2021,16.18,16.18,2023,91.14,98.71,2024,83.58,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO001,Oslo,NO,Norway,72.25,84.64,2025,59.87,2021,63.0,63.0,2023,80.88,88.19,2023,73.58,2023,86.25,2023,92.5,2023,78.75,2023,31.87,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NO002,Bergen,NO,Norway,97.73,96.9,2025,98.56,2021,56.76,56.76,2023,90.36,93.73,2024,86.98,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO003,Trondheim,NO,Norway,90.67,99.41,2025,81.94,2021,58.89,58.89,2023,80.37,84.32,2024,76.42,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO004,Stavanger,NO,Norway,87.7,96.6,2025,78.81,2021,54.11,54.11,2023,73.78,82.66,2024,64.91,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL001,Warszawa,PL,Poland,26.19,14.18,2025,38.2,2021,15.12,15.12,2023,93.02,91.88,2024,94.15,2024,71.25,2023,17.5,2023,69.38,2023,25.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL002,Łódź,PL,Poland,32.45,10.34,2025,54.57,2021,,,,67.03,53.69,2024,80.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL003,Kraków,PL,Poland,33.49,7.83,2025,59.15,2021,6.9,6.9,2023,70.97,47.79,2024,94.15,2024,73.75,2023,32.5,2023,72.5,2023,41.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL004,Wrocław,PL,Poland,37.1,9.9,2025,64.29,2021,15.92,15.92,2023,76.94,70.3,2024,83.58,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL005,Poznań,PL,Poland,45.61,12.41,2025,78.81,2021,16.98,16.98,2023,79.2,61.62,2024,96.79,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL006,Gdańsk,PL,Poland,50.85,36.93,2025,64.77,2021,11.41,11.41,2023,81.34,64.94,2024,97.74,2024,80.0,2023,46.25,2023,55.0,2023,57.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL007,Szczecin,PL,Poland,53.09,40.77,2025,65.41,2021,25.33,25.33,2023,74.27,56.64,2024,91.89,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL008,Bydgoszcz,PL,Poland,38.4,18.61,2025,58.19,2021,9.81,9.81,2023,65.85,58.12,2024,73.58,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL009,Lublin,PL,Poland,33.36,16.4,2025,50.32,2021,1.86,1.86,2023,65.88,46.86,2024,84.91,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL010,Katowice,PL,Poland,48.27,2.95,2025,93.58,2021,,,,71.82,47.79,2024,95.85,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL011,Białystok,PL,Poland,38.68,43.57,2025,33.79,2021,14.59,14.59,2023,70.72,52.58,2024,88.87,2024,93.75,2023,63.75,2023,65.62,2023,92.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL012,Kielce,PL,Poland,40.02,15.51,2025,64.53,2021,,,,58.98,39.48,2024,78.49,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL013,Toruń,PL,Poland,41.87,14.48,2025,69.26,2021,,,,65.85,58.12,2024,73.58,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL014,Olsztyn,PL,Poland,38.63,30.87,2025,46.39,2021,10.61,10.61,2023,55.01,32.47,2024,77.55,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL015,Rzeszów,PL,Poland,33.7,25.26,2025,42.13,2021,0.53,0.53,2023,51.62,23.99,2024,79.25,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL016,Opole,PL,Poland,44.28,14.33,2025,74.24,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL017,Gorzów Wielkopolski,PL,Poland,50.91,28.06,2025,73.76,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL018,Zielona Góra,PL,Poland,,30.43,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL019,Jelenia Góra,PL,Poland,56.29,21.57,2025,91.01,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL020,Nowy Sącz,PL,Poland,44.2,13.44,2025,74.96,2021,,,,71.8,49.45,2024,94.15,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL021,Suwałki,PL,Poland,,51.11,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL022,Konin,PL,Poland,,6.5,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL024,Częstochowa,PL,Poland,50.01,7.24,2025,92.78,2021,,,,71.82,47.79,2024,95.85,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL025,Radom,PL,Poland,38.52,14.92,2025,62.12,2021,17.24,17.24,2023,66.59,50.92,2024,82.26,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL026,Płock,PL,Poland,41.58,15.81,2025,67.34,2021,2.39,2.39,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
PL027,Kalisz,PL,Poland,33.05,11.52,2025,54.57,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL028,Koszalin,PL,Poland,47.92,33.09,2025,62.76,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL029,Słupsk,PL,Poland,,52.58,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL030,Jastrzębie-Zdrój,PL,Poland,,8.27,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL031,Siedlce,PL,Poland,,24.82,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL032,Piotrków Trybunalski,PL,Poland,,7.98,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL033,Lubin,PL,Poland,25.47,9.45,2025,41.49,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL034,Piła,PL,Poland,46.88,21.86,2025,71.91,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL035,Inowrocław,PL,Poland,26.6,14.03,2025,39.17,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL036,Ostrowiec Świętokrzyski,PL,Poland,,,,97.67,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL037,Gniezno,PL,Poland,39.65,6.35,2025,72.95,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL038,Stargard,PL,Poland,,28.51,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL039,Ostrów Wielkopolski,PL,Poland,31.71,8.86,2025,54.57,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL040,Przemyśl,PL,Poland,,,,,,2.65,2.65,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
PL041,Zamość,PL,Poland,,50.37,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL042,Chełm,PL,Poland,53.19,31.02,2025,75.36,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL043,Pabianice,PL,Poland,,,,66.53,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL044,Głogów,PL,Poland,,10.78,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL045,Stalowa Wola,PL,Poland,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL046,Tomaszów Mazowiecki,PL,Poland,,,,74.64,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL047,Łomża,PL,Poland,,30.72,2025,,,9.02,9.02,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
PL048,Leszno,PL,Poland,,,,29.05,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL049,Świdnica,PL,Poland,,,,48.96,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PL051,Tczew,PL,Poland,35.7,18.76,2025,52.65,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL052,Ełk,PL,Poland,32.73,37.37,2025,28.09,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL058,Bielsko-Biała,PL,Poland,50.16,7.39,2025,92.94,2021,,,,71.82,47.79,2024,95.85,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL060,Rybnik,PL,Poland,52.07,5.02,2025,99.12,2021,83.29,83.29,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
PL062,Wałbrzych,PL,Poland,55.09,10.49,2025,99.68,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL063,Elbląg,PL,Poland,64.62,29.25,2025,100.0,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL064,Włocławek,PL,Poland,57.97,16.1,2025,99.84,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL065,Tarnów,PL,Poland,,11.82,2025,,,,,,71.8,49.45,2024,94.15,2024,,,,,,,,,1,14.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
PL067,Legnica,PL,Poland,30.91,9.16,2025,52.65,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PL068,Grudziądz,PL,Poland,,19.79,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT001,Lisboa,PT,Portugal,36.16,53.77,2025,18.54,2021,,,,50.76,66.05,2023,35.47,2023,41.25,2023,37.5,2023,18.75,2023,13.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
PT002,Porto,PT,Portugal,41.48,35.6,2025,47.35,2021,,,,52.44,59.78,2024,45.09,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PT003,Braga,PT,Portugal,28.99,33.83,2025,24.16,2021,,,,,,,,,91.25,2023,78.75,2023,35.0,2023,83.75,2023,5,71.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
PT004,Funchal,PT,Portugal,67.3,95.42,2025,39.17,2021,6.63,6.63,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
PT005,Coimbra,PT,Portugal,51.75,42.25,2025,61.24,2021,,,,65.72,69.37,2023,62.08,2023,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PT007,Ponta Delgada,PT,Portugal,,11.96,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT008,Aveiro,PT,Portugal,,32.2,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT009,Faro,PT,Portugal,,94.68,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT010,Viseu,PT,Portugal,,49.04,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT011,Viana do Castelo,PT,Portugal,,74.74,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
PT013,Póvoa de Varzim,PT,Portugal,68.98,40.62,2025,97.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
PT015,Guimarães,PT,Portugal,,31.76,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO001,Bucureşti,RO,Romania,14.44,25.11,2025,3.77,2021,,,,91.03,84.32,2024,97.74,2024,17.5,2023,13.75,2023,14.37,2023,71.25,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
RO002,Cluj-Napoca,RO,Romania,23.56,27.62,2025,19.5,2021,,,,46.8,24.72,2024,68.87,2024,77.5,2023,72.5,2023,52.5,2023,53.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
RO003,Timişoara,RO,Romania,13.88,11.23,2025,16.53,2021,,,,52.7,20.48,2024,84.91,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO004,Craiova,RO,Romania,14.65,16.54,2025,12.76,2021,,,,20.62,11.62,2024,29.62,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO005,Brăila,RO,Romania,12.42,18.17,2025,6.66,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO006,Oradea,RO,Romania,18.78,14.77,2025,22.79,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO007,Bacău,RO,Romania,22.63,10.04,2025,35.23,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO008,Arad,RO,Romania,28.34,12.85,2025,43.82,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO009,Sibiu,RO,Romania,13.79,20.53,2025,7.06,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO010,Târgu Mureş,RO,Romania,18.42,10.19,2025,26.65,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO011,Piatra Neamţ,RO,Romania,42.8,21.71,2025,63.88,2021,,,,,,,,,56.25,2023,51.88,2023,11.88,2023,94.38,2023,5,71.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
RO012,Cǎlǎraşi,RO,Romania,14.29,18.46,2025,10.11,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO013,Giurgiu,RO,Romania,,,,77.37,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO014,Alba Iulia,RO,Romania,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO015,Focşani,RO,Romania,19.27,17.43,2025,21.11,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO016,Târgu Jiu,RO,Romania,,13.74,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO017,Tulcea,RO,Romania,33.8,29.39,2025,38.2,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO018,Târgovişte,RO,Romania,19.62,15.07,2025,24.16,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO019,Slatina,RO,Romania,24.52,8.42,2025,40.61,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO020,Bârlad,RO,Romania,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO021,Roman,RO,Romania,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO022,Bistriţa,RO,Romania,,18.02,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO023,Constanţa,RO,Romania,15.75,26.29,2025,5.22,2021,,,,10.93,9.04,2024,12.83,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO024,Iaşi,RO,Romania,29.45,33.38,2025,25.52,2021,,,,40.2,15.5,2024,64.91,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO025,Galaţi,RO,Romania,20.0,18.32,2025,21.67,2021,,,,10.93,9.04,2024,12.83,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO026,Braşov,RO,Romania,21.98,18.91,2025,25.04,2021,,,,45.17,18.08,2024,72.26,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO027,Ploieşti,RO,Romania,13.12,13.0,2025,13.24,2021,,,,28.56,18.45,2024,38.68,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO028,Piteşti,RO,Romania,15.49,9.31,2025,21.67,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO029,Baia Mare,RO,Romania,21.29,11.37,2025,31.22,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO030,Buzău,RO,Romania,15.73,20.38,2025,11.08,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO031,Satu Mare,RO,Romania,17.23,11.67,2025,22.79,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO032,Botoşani,RO,Romania,15.88,10.64,2025,21.11,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
RO033,Râmnicu Vâlcea,RO,Romania,,20.09,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO034,Suceava,RO,Romania,,,,32.5,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
RO035,Drobeta-Turnu Severin,RO,Romania,13.2,17.58,2025,8.83,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
SE001,Stockholm,SE,Sweden,78.48,96.45,2025,60.51,2021,68.17,68.17,2023,55.53,86.16,2024,24.91,2024,87.5,2023,88.75,2023,93.75,2023,6.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
SE002,Göteborg,SE,Sweden,86.62,95.86,2025,77.37,2021,50.0,50.0,2023,50.9,79.34,2024,22.45,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
SE003,Malmö,SE,Sweden,53.46,81.24,2025,25.68,2021,39.39,39.39,2023,43.87,74.91,2024,12.83,2024,64.38,2023,68.75,2023,91.25,2023,60.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
SE004,Jönköping,SE,Sweden,,,,,,26.39,26.39,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
SE005,Umeå,SE,Sweden,,99.7,2025,,,27.45,27.45,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
